"name","app_version","date","source","component","component_version","purl","transitive"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","slice-ansi","2.1.0","pkg:npm/slice-ansi@2.1.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","astral-regex","1.0.0","pkg:npm/astral-regex@1.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","text-table","0.2.0","pkg:npm/text-table@0.2.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","v8-compile-cache","2.1.0","pkg:npm/v8-compile-cache@2.1.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","eslint-config-standard","13.0.1","pkg:npm/eslint-config-standard@13.0.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","eslint-plugin-import","2.18.2","pkg:npm/eslint-plugin-import@2.18.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","array-includes","3.0.3","pkg:npm/array-includes@3.0.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","es-abstract","1.13.0","pkg:npm/es-abstract@1.13.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","es-to-primitive","1.2.0","pkg:npm/es-to-primitive@1.2.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","is-callable","1.1.4","pkg:npm/is-callable@1.1.4","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","is-date-object","1.0.1","pkg:npm/is-date-object@1.0.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","is-symbol","1.0.2","pkg:npm/is-symbol@1.0.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","has","1.0.3","pkg:npm/has@1.0.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","is-regex","1.0.4","pkg:npm/is-regex@1.0.4","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","contains-path","0.1.0","pkg:npm/contains-path@0.1.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","doctrine","1.5.0","pkg:npm/doctrine@1.5.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","eslint-import-resolver-node","0.3.2","pkg:npm/eslint-import-resolver-node@0.3.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","eslint-module-utils","2.4.1","pkg:npm/eslint-module-utils@2.4.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pkg-dir","2.0.0","pkg:npm/pkg-dir@2.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","find-up","2.1.0","pkg:npm/find-up@2.1.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","locate-path","2.0.0","pkg:npm/locate-path@2.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","p-locate","2.0.0","pkg:npm/p-locate@2.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","p-limit","1.3.0","pkg:npm/p-limit@1.3.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","p-try","1.0.0","pkg:npm/p-try@1.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","object.values","1.1.0","pkg:npm/object.values@1.1.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","read-pkg-up","2.0.0","pkg:npm/read-pkg-up@2.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","read-pkg","2.0.0","pkg:npm/read-pkg@2.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","load-json-file","2.0.0","pkg:npm/load-json-file@2.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","parse-json","2.2.0","pkg:npm/parse-json@2.2.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pify","2.3.0","pkg:npm/pify@2.3.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","normalize-package-data","2.4.0","pkg:npm/normalize-package-data@2.4.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","is-builtin-module","1.0.0","pkg:npm/is-builtin-module@1.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","builtin-modules","1.1.1","pkg:npm/builtin-modules@1.1.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","path-type","2.0.0","pkg:npm/path-type@2.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","resolve","1.12.0","pkg:npm/resolve@1.12.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","eslint-plugin-node","9.2.0","pkg:npm/eslint-plugin-node@9.2.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","eslint-plugin-es","1.4.1","pkg:npm/eslint-plugin-es@1.4.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","eslint-plugin-promise","4.2.1","pkg:npm/eslint-plugin-promise@4.2.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","eslint-plugin-standard","4.0.1","pkg:npm/eslint-plugin-standard@4.0.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","eslint-plugin-extra-rules","0.0.0-development","pkg:npm/eslint-plugin-extra-rules@0.0.0-development","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","console-assert","1.0.0","pkg:npm/console-assert@1.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","espree","3.0.0-alpha-1","pkg:npm/espree@3.0.0-alpha-1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","acorn","2.7.0","pkg:npm/acorn@2.7.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","acorn-jsx","2.0.1","pkg:npm/acorn-jsx@2.0.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","quote","0.4.0","pkg:npm/quote@0.4.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pm2","4.5.0","pkg:npm/pm2@4.5.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","agent","1.0.4","pkg:npm/%40pm2/agent@1.0.4","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","async","3.2.0","pkg:npm/async@3.2.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","dayjs","1.8.36","pkg:npm/dayjs@1.8.36","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","eventemitter2","5.0.1","pkg:npm/eventemitter2@5.0.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","fclone","1.0.11","pkg:npm/fclone@1.0.11","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","nssocket","0.6.0","pkg:npm/nssocket@0.6.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","eventemitter2","0.4.14","pkg:npm/eventemitter2@0.4.14","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","lazy","1.0.11","pkg:npm/lazy@1.0.11","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pm2-axon","3.3.0","pkg:npm/pm2-axon@3.3.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","amp","0.3.1","pkg:npm/amp@0.3.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","amp-message","0.1.2","pkg:npm/amp-message@0.1.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","debug","3.2.6","pkg:npm/debug@3.2.6","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","escape-regexp","0.0.1","pkg:npm/escape-regexp@0.0.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pm2-axon-rpc","0.5.2","pkg:npm/pm2-axon-rpc@0.5.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","proxy-agent","3.1.1","pkg:npm/proxy-agent@3.1.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","agent-base","4.3.0","pkg:npm/agent-base@4.3.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","es6-promisify","5.0.0","pkg:npm/es6-promisify@5.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","es6-promise","4.2.8","pkg:npm/es6-promise@4.2.8","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","http-proxy-agent","2.1.0","pkg:npm/http-proxy-agent@2.1.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","debug","3.1.0","pkg:npm/debug@3.1.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","https-proxy-agent","3.0.1","pkg:npm/https-proxy-agent@3.0.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","lru-cache","5.1.1","pkg:npm/lru-cache@5.1.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","yallist","3.1.1","pkg:npm/yallist@3.1.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pac-proxy-agent","3.0.1","pkg:npm/pac-proxy-agent@3.0.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","get-uri","2.0.4","pkg:npm/get-uri@2.0.4","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","data-uri-to-buffer","1.2.0","pkg:npm/data-uri-to-buffer@1.2.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","extend","3.0.2","pkg:npm/extend@3.0.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","file-uri-to-path","1.0.0","pkg:npm/file-uri-to-path@1.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","ftp","0.3.10","pkg:npm/ftp@0.3.10","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","xregexp","2.0.0","pkg:npm/xregexp@2.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pac-resolver","3.0.0","pkg:npm/pac-resolver@3.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","co","4.6.0","pkg:npm/co@4.6.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","degenerator","1.0.4","pkg:npm/degenerator@1.0.4","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","ast-types","0.14.2","pkg:npm/ast-types@0.14.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","tslib","2.0.1","pkg:npm/tslib@2.0.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","escodegen","1.14.3","pkg:npm/escodegen@1.14.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","esprima","3.1.3","pkg:npm/esprima@3.1.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","ip","1.1.5","pkg:npm/ip@1.1.5","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","netmask","1.0.6","pkg:npm/netmask@1.0.6","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","thunkify","2.1.2","pkg:npm/thunkify@2.1.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","socks-proxy-agent","4.0.2","pkg:npm/socks-proxy-agent@4.0.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","agent-base","4.2.1","pkg:npm/agent-base@4.2.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","socks","2.3.3","pkg:npm/socks@2.3.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","smart-buffer","4.1.0","pkg:npm/smart-buffer@4.1.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","proxy-from-env","1.1.0","pkg:npm/proxy-from-env@1.1.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","semver","7.2.3","pkg:npm/semver@7.2.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","ws","7.2.5","pkg:npm/ws@7.2.5","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","io","4.3.5","pkg:npm/%40pm2/io@4.3.5","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","core","0.0.9","pkg:npm/%40opencensus/core@0.0.9","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","continuation-local-storage","3.2.1","pkg:npm/continuation-local-storage@3.2.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","async-listener","0.6.10","pkg:npm/async-listener@0.6.10","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","shimmer","1.2.1","pkg:npm/shimmer@1.2.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","emitter-listener","1.1.2","pkg:npm/emitter-listener@1.1.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","log-driver","1.2.7","pkg:npm/log-driver@1.2.7","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","uuid","3.4.0","pkg:npm/uuid@3.4.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","propagation-b3","0.0.8","pkg:npm/%40opencensus/propagation-b3@0.0.8","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","core","0.0.8","pkg:npm/%40opencensus/core@0.0.8","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","agent-node","1.1.10","pkg:npm/%40pm2/agent-node@1.1.10","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","ws","6.2.2","pkg:npm/ws@6.2.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","async-limiter","1.0.1","pkg:npm/async-limiter@1.0.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","eventemitter2","6.4.3","pkg:npm/eventemitter2@6.4.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","require-in-the-middle","5.0.3","pkg:npm/require-in-the-middle@5.0.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","module-details-from-path","1.0.3","pkg:npm/module-details-from-path@1.0.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","signal-exit","3.0.3","pkg:npm/signal-exit@3.0.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","tslib","1.9.3","pkg:npm/tslib@1.9.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","js-api","0.6.0","pkg:npm/%40pm2/js-api@0.6.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","axios","0.19.2","pkg:npm/axios@0.19.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","follow-redirects","1.5.10","pkg:npm/follow-redirects@1.5.10","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pm2-version-check","1.0.3","pkg:npm/%40pm2/pm2-version-check@1.0.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","blessed","0.1.81","pkg:npm/blessed@0.1.81","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","cli-tableau","2.0.1","pkg:npm/cli-tableau@2.0.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","commander","2.15.1","pkg:npm/commander@2.15.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","cron","1.8.2","pkg:npm/cron@1.8.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","moment-timezone","0.5.31","pkg:npm/moment-timezone@0.5.31","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","enquirer","2.3.6","pkg:npm/enquirer@2.3.6","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","ansi-colors","4.1.1","pkg:npm/ansi-colors@4.1.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","mkdirp","1.0.4","pkg:npm/mkdirp@1.0.4","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","needle","2.4.0","pkg:npm/needle@2.4.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pidusage","2.0.21","pkg:npm/pidusage@2.0.21","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","safe-buffer","5.2.1","pkg:npm/safe-buffer@5.2.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pm2-axon","4.0.0","pkg:npm/pm2-axon@4.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pm2-axon-rpc","0.6.0","pkg:npm/pm2-axon-rpc@0.6.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pm2-deploy","1.0.2","pkg:npm/pm2-deploy@1.0.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","run-series","1.1.8","pkg:npm/run-series@1.1.8","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","tv4","1.3.0","pkg:npm/tv4@1.3.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","pm2-multimeter","0.1.2","pkg:npm/pm2-multimeter@0.1.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","charm","0.1.2","pkg:npm/charm@0.1.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","promptly","2.2.0","pkg:npm/promptly@2.2.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","read","1.0.7","pkg:npm/read@1.0.7","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","ps-list","6.3.0","pkg:npm/ps-list@6.3.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","vizion","0.2.13","pkg:npm/vizion@0.2.13","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","async","1.5.2","pkg:npm/async@1.5.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","yamljs","0.3.0","pkg:npm/yamljs@0.3.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","systeminformation","4.34.9","pkg:npm/systeminformation@4.34.9","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","supertest","4.0.2","pkg:npm/supertest@4.0.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","superagent","3.8.3","pkg:npm/superagent@3.8.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","component-emitter","1.2.1","pkg:npm/component-emitter@1.2.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","cookiejar","2.1.2","pkg:npm/cookiejar@2.1.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","form-data","2.3.3","pkg:npm/form-data@2.3.3","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","asynckit","0.4.0","pkg:npm/asynckit@0.4.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","combined-stream","1.0.7","pkg:npm/combined-stream@1.0.7","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","delayed-stream","1.0.0","pkg:npm/delayed-stream@1.0.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","mime-types","2.1.21","pkg:npm/mime-types@2.1.21","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","mime-db","1.37.0","pkg:npm/mime-db@1.37.0","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","formidable","1.2.1","pkg:npm/formidable@1.2.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","qs","6.5.2","pkg:npm/qs@6.5.2","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","readable-stream","2.3.7","pkg:npm/readable-stream@2.3.7","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","process-nextick-args","2.0.1","pkg:npm/process-nextick-args@2.0.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","string_decoder","1.1.1","pkg:npm/string_decoder@1.1.1","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","uglify-es","3.3.9","pkg:npm/uglify-es@3.3.9","false"
"Trippledex","18.0","2025-06-27T12:31:58Z","cdxgen","commander","2.13.0","pkg:npm/commander@2.13.0","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","build-conventions","latest","pkg:maven/org.elasticsearch/build-conventions@latest?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","build-tools-internal","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch.gradle/build-tools-internal@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","build-tools","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch.gradle/build-tools@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","benchmarks","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/benchmarks@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","client","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/client@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","distribution","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/distribution@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","docs","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/docs@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","libs","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/libs@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","modules","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/modules@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","plugins","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/plugins@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","qa","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/qa@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","rest-api-spec","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/rest-api-spec@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","server","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/server@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","test","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/test@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","x-pack","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/x-pack@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","benchmark","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch.client/benchmark@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","client-benchmark-noop-api-plugin","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch.plugin/client-benchmark-noop-api-plugin@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","rest","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch.client/rest@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","sniffer","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch.client/sniffer@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","test","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch.client.test/test@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","archives","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/archives@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","bwc","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/bwc@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","docker","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/docker@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","packages","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/packages@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","tools","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/tools@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","elasticsearch-cli","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/elasticsearch-cli@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","elasticsearch-core","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/elasticsearch-core@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","elasticsearch-dissect","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/elasticsearch-dissect@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","elasticsearch-geo","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/elasticsearch-geo@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","elasticsearch-grok","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/elasticsearch-grok@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","elasticsearch-h3","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/elasticsearch-h3@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","elasticsearch-log4j","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/elasticsearch-log4j@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","elasticsearch-logging","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/elasticsearch-logging@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","elasticsearch-lz4","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/elasticsearch-lz4@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","elasticsearch-native","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch/elasticsearch-native@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","elasticsearch-plugin-analysis-api","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch.plugin/elasticsearch-plugin-analysis-api@8.14.0-SNAPSHOT?type=jar","false"
"Sonair","16.1","2025-06-27T09:04:56Z","cdxgen","elasticsearch-plugin-api","8.14.0-SNAPSHOT","pkg:maven/org.elasticsearch.plugin/elasticsearch-plugin-api@8.14.0-SNAPSHOT?type=jar","false"
